3.719521859177820078e-01,1.313829633235183196e-05,0.000000000000000000e+00,1.760602778131900061e-05,1.138650334728067635e-06,7.716392845922515146e-08,5.465928746949613731e-05,2.275578074075780332e-07,2.855538074646263801e-04,3.279937590163332261e-05,8.243248614707150189e-06,5.895734747439746566e-06,7.934763957854097462e-06,1.160475380900907093e-04,1.262180010326881122e-04,1.833479395920548002e-05,8.336206826160624896e-10,1.886331877693843591e-04,2.384647585519280636e-05,3.096805827579820781e-05,5.885514681055128988e-05,1.886769815143735009e-04,5.189110202067769451e-05,3.340115270142424652e-05,9.300673774907074984e-07,9.244887567013895932e-05,2.503441118198862571e-05,4.616567957574457088e-05,1.431355817460531761e-04,9.231185610191649325e-08
3.100094604898760431e-01,3.050300422643550865e-05,8.090329741926526291e-05,1.353555651121324642e-05,5.209365308594143201e-06,1.803996177120511834e-06,0.000000000000000000e+00,7.019616398248795676e-06,4.868997553923323053e-05,4.402916376057118569e-05,1.001884919539903082e-05,2.950325725996766075e-05,1.134150793626390132e-05,1.389767767407471429e-05,6.680949015982672263e-04,1.294916624580678911e-04,1.985469808290961304e-04,8.603906658350774417e-08,2.375620492771516543e-05,3.089981302403233801e-05,3.977891394041589208e-05,2.785477471880154271e-04,1.725810583659587606e-04,4.700519315186482445e-05,7.093880305844717823e-05,6.931347215705130924e-05,1.490226152729932636e-04,3.875599634349056869e-04,3.445164151827618339e-05,2.747771628232132076e-08
1.400862971349557118e-01,1.475361674913218898e-05,0.000000000000000000e+00,3.286464921676432801e-05,0.000000000000000000e+00,3.273487136658952167e-05,6.028289691134591007e-05,5.273086046220181426e-05,0.000000000000000000e+00,4.114772023537555721e-06,4.544986926825322888e-05,2.032716088266561166e-07,9.587472283144634732e-06,9.057509147733622365e-05,5.397626310744709735e-05,2.098370862542035039e-04,0.000000000000000000e+00,1.942391858658697819e-04,2.027112858462505029e-05,5.459319253139054010e-05,4.907620632393470560e-05,1.895948339879867850e-04,1.386068372453379131e-04,1.273765601305865613e-04,8.223529066786031984e-05,1.349656267297079458e-04,1.450591203936561530e-04,1.042221722245510353e-06,1.911206562787244592e-05,9.825196206404483189e-07
1.499814283532282730e-02,5.082689816974479349e-05,0.000000000000000000e+00,1.760602778131900061e-05,7.649598139594280559e-06,4.172374102963594860e-05,5.879218154922618238e-05,1.958198916724018050e-05,2.855538074646263801e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.723209259536100277e-06,9.601506120617147341e-05,1.264327480776799054e-04,5.392403308067297407e-05,2.292423962314059740e-04,2.004587243324827033e-04,0.000000000000000000e+00,3.122952445954940638e-05,1.598664851999141723e-05,1.895972857635881746e-04,1.866195046046812919e-04,1.499403420762915493e-05,2.536420210977167507e-06,8.350933953689873546e-05,2.468045661545397167e-05,3.642733034798308111e-05,3.409207075009401395e-05,1.007295938441748179e-06
6.139928807864273308e-01,1.500378562460759174e-05,8.273804411993380058e-05,5.420655177994589444e-05,6.766956522886952984e-06,3.868010737789612783e-05,5.573965823452732549e-05,2.015316216521151799e-05,2.780440036387548481e-04,0.000000000000000000e+00,1.137465168719718026e-05,7.291719980400434881e-07,2.512344677160381276e-05,1.227730667851780399e-04,4.653488153612465416e-05,2.129336584616299500e-04,1.399961630547399635e-04,7.394512413021088708e-06,2.571469531467162110e-05,2.998278218856152575e-05,1.911921634847706108e-05,2.761287595677259870e-04,1.434412849376802868e-04,1.268107206425327766e-04,2.761767876248191994e-06,8.052135048479648280e-05,1.503712219388162569e-04,3.701636772460022390e-04,4.583495923565245479e-04,0.000000000000000000e+00
4.538106657668316557e-01,5.083124604303257508e-05,1.132769067295251970e-07,1.746853924485080835e-05,1.589690210779056583e-05,5.190400733745157910e-05,2.767966012870312848e-05,2.267161309905675300e-05,2.797560716318752186e-04,2.846578634784307707e-07,1.148445255459718063e-05,1.000932752902964896e-06,1.034040464372908799e-05,9.613515008319966618e-05,3.438226469551002121e-05,1.390731883368001500e-04,0.000000000000000000e+00,2.004587243324827033e-04,1.629039914335711066e-05,3.133678005304464534e-05,1.623691038494157781e-05,1.952954667555361105e-04,2.472810548703303045e-04,3.365352874938616460e-05,7.511029210589669901e-05,8.341495573749576156e-05,1.473986944603322853e-04,1.525956727630326052e-06,4.576535160465459127e-05,3.468939850031703991e-07
3.043553941418075323e-02,5.689344080440537302e-05,8.347353120701989158e-05,4.947045288234203282e-05,2.331333109783378943e-04,5.362410153716547592e-05,1.681526835201921805e-06,4.446676949389452463e-06,3.033981513591174845e-04,1.233352270854954857e-05,3.536880079846620368e-04,8.656022937684730730e-06,8.869318207164705154e-06,1.160682217542359057e-04,2.432532834344975216e-04,2.101579215521060700e-04,0.000000000000000000e+00,1.598548895119820140e-05,0.000000000000000000e+00,4.114827229860233324e-05,4.096508705807624104e-05,2.758206873633712165e-04,2.370438411428141604e-04,4.365703818289347110e-05,3.238325695453423633e-06,1.371705718996238659e-04,1.395864614078855335e-04,3.797431583950088463e-04,1.471790151937410354e-04,9.738267328965876399e-07
2.743930715870706027e-01,5.083294144138429275e-05,0.000000000000000000e+00,1.704052505245873820e-05,1.582180609445918434e-05,3.955542183718961961e-05,5.826502064838120365e-05,6.368912634000117743e-06,2.180358472664253018e-05,4.413558611652412003e-05,1.176997702287644007e-05,0.000000000000000000e+00,2.031341409730628370e-05,0.000000000000000000e+00,1.080823171928838424e-04,1.388327569092302272e-04,2.281875563512682258e-04,3.620162648027570614e-07,1.603518458387787415e-05,1.118249878263570817e-04,4.613256593666345670e-05,1.921479565249582680e-04,1.825776231689286066e-04,0.000000000000000000e+00,5.117599764591178516e-06,1.521058785119327507e-04,1.428357477416519457e-04,3.650251867221482099e-04,3.354129183332983010e-05,3.905422925656885760e-08
3.630490270071332765e-02,5.287186371908204408e-05,1.973671461645365966e-08,5.310928996323129844e-05,1.918892282050180050e-05,5.407785635923090034e-05,6.012400920938670748e-05,2.091173825560699355e-05,1.610268673540193223e-05,3.700677430265888370e-06,1.673209627120090062e-04,1.426613505109747896e-05,8.993890973866967609e-06,1.198110392913809215e-04,6.314004632738343939e-04,1.345662575536020879e-04,2.172109925831775044e-04,3.249038988293203118e-06,2.459653890592360828e-10,4.139099445268849928e-05,5.099704246459934155e-05,2.769869012100849726e-04,1.386382104581150836e-04,3.976429184591444716e-05,0.000000000000000000e+00,1.631900583006749307e-04,1.657462406397773461e-05,3.875971174515083131e-04,2.616417335134016815e-05,9.817879590512473065e-07
2.206303845908367534e-01,1.467657778965251100e-06,0.000000000000000000e+00,2.297954548106219772e-06,1.998402728048494139e-04,7.759653578567357345e-08,5.562721684769622696e-05,1.226696286277414427e-06,3.307677415727805720e-05,2.199524661856384975e-05,1.119741432744054578e-05,2.659800759042750507e-05,2.502815441397068287e-05,1.169216365498856110e-04,3.398793778579573964e-05,3.568941820456353228e-05,1.408377185782470019e-04,7.091624670421115052e-06,1.664118953841356465e-05,3.023996718711453307e-05,1.679968159626769715e-05,2.375801790933738781e-04,1.815868023186586056e-04,3.360616677542114698e-05,2.937553919299923215e-06,9.256637095400481257e-05,2.866779101690562794e-05,8.678746419313494042e-06,1.462287002285464076e-04,1.099184965211193965e-07
